global_step,desired_contact_states/foot_indices/FR,desired_contact_states/foot_indices/FL,desired_contact_states/foot_indices/RR,desired_contact_states/foot_indices/RL,desired_contact_states/clock_inputs/FL,desired_contact_states/clock_inputs/RR,desired_contact_states/clock_inputs/RL,desired_contact_states/clock_inputs/FR,desired_contact_states/desired_contact_states/FR,desired_contact_states/desired_contact_states/FL,desired_contact_states/desired_contact_states/RR,desired_contact_states/desired_contact_states/RL
37,0.26666703820228577,0.7666672468185425,0.7666672468185425,0.26666703820228577,-0.9945214986801147,-0.9945214986801147,0.9945216178894043,0.9945216178894043,0.9995014071464539,0.0004986822605133057,0.0004986822605133057,0.9995014071464539
38,0.3000003695487976,0.8000006079673767,0.8000006079673767,0.3000003695487976,-0.9510552883148193,-0.9510552883148193,0.9510558247566223,0.9510558247566223,0.9978534579277039,0.0021465420722961426,0.0021465420722961426,0.9978534579277039
39,0.33333370089530945,0.8333339691162109,0.8333339691162109,0.33333370089530945,-0.8660233020782471,-0.8660233020782471,0.8660241961479187,0.8660241961479187,0.9913649559020996,0.008635133504867554,0.008635133504867554,0.9913649559020996
40,0.3666670322418213,0.8666673302650452,0.8666673302650452,0.3666670322418213,-0.7431418895721436,-0.7431418895721436,0.7431432008743286,0.7431432008743286,0.9715940356254578,0.028406262397766113,0.028406262397766113,0.9715940356254578
41,0.40000036358833313,0.9000006914138794,0.9000006914138794,0.40000036358833313,-0.5877814888954163,-0.5877814888954163,0.5877832770347595,0.5877832770347595,0.9234355092048645,0.07656514644622803,0.07656514644622803,0.9234355092048645
42,0.43333369493484497,0.9333340525627136,0.9333340525627136,0.43333369493484497,-0.40673255920410156,-0.40673255920410156,0.4067344069480896,0.4067344069480896,0.8295468091964722,0.17045453190803528,0.17045453190803528,0.8295468091964722
43,0.4666670262813568,0.9666674137115479,0.9666674137115479,0.4666670262813568,-0.20790709555149078,-0.20790709555149078,0.2079095095396042,0.2079095095396042,0.6830288171768188,0.31697314977645874,0.31697314977645874,0.6830288171768188
44,0.5000003576278687,7.152557373046875e-07,7.152557373046875e-07,0.5000003576278687,4.494084350881167e-06,4.494084350881167e-06,-2.233190116385231e-06,-2.233190116385231e-06,0.49999797344207764,0.5000040531158447,0.5000040531158447,0.49999797344207764
45,0.5333337187767029,0.033334050327539444,0.033334050327539444,0.5333337187767029,0.20791609585285187,0.20791609585285187,-0.20791411399841309,-0.20791411399841309,0.3169673681259155,0.6830343008041382,0.6830343008041382,0.3169673681259155
46,0.5666670799255371,0.06666738539934158,0.06666738539934158,0.5666670799255371,0.40674078464508057,0.40674078464508057,-0.40673914551734924,-0.40673914551734924,0.17045044898986816,0.8295506834983826,0.8295506834983826,0.17045044898986816
47,0.6000004410743713,0.10000072419643402,0.10000072419643402,0.6000004410743713,0.5877889394760132,0.5877889394760132,-0.5877876281738281,-0.5877876281738281,0.07656282186508179,0.9234377145767212,0.9234377145767212,0.07656282186508179
48,0.6333338022232056,0.13333405554294586,0.13333405554294586,0.6333338022232056,0.7431479096412659,0.7431479096412659,-0.7431468367576599,-0.7431468367576599,0.02840515971183777,0.971595048904419,0.971595048904419,0.02840515971183777
49,0.6666671633720398,0.1666673868894577,0.1666673868894577,0.6666671633720398,0.8660277128219604,0.8660277128219604,-0.8660271167755127,-0.8660271167755127,0.008634746074676514,0.9913653135299683,0.9913653135299683,0.008634746074676514
50,0.700000524520874,0.20000071823596954,0.20000071823596954,0.700000524520874,0.9510579109191895,0.9510579109191895,-0.951057493686676,-0.951057493686676,0.002146422863006592,0.9978535771369934,0.9978535771369934,0.002146422863006592
51,0.7333338856697083,0.23333404958248138,0.23333404958248138,0.7333338856697083,0.9945223927497864,0.9945223927497864,-0.9945222735404968,-0.9945222735404968,0.000498652458190918,0.9995014071464539,0.9995014071464539,0.000498652458190918
52,0.7666672468185425,0.2666673958301544,0.2666673958301544,0.7666672468185425,0.99452143907547,0.99452143907547,-0.9945214986801147,-0.9945214986801147,0.0004986822605133057,0.9995014071464539,0.9995014071464539,0.0004986822605133057
53,0.8000006079673767,0.30000072717666626,0.30000072717666626,0.8000006079673767,0.951055109500885,0.951055109500885,-0.9510552883148193,-0.9510552883148193,0.0021465420722961426,0.9978534579277039,0.9978534579277039,0.0021465420722961426
54,0.8333339691162109,0.3333340585231781,0.3333340585231781,0.8333339691162109,0.8660231232643127,0.8660231232643127,-0.8660233020782471,-0.8660233020782471,0.008635133504867554,0.9913648366928101,0.9913648366928101,0.008635133504867554
55,0.8666673302650452,0.36666738986968994,0.36666738986968994,0.8666673302650452,0.743141770362854,0.743141770362854,-0.7431418895721436,-0.7431418895721436,0.028406262397766113,0.9715936779975891,0.9715936779975891,0.028406262397766113
56,0.9000006914138794,0.4000007212162018,0.4000007212162018,0.9000006914138794,0.587781548500061,0.587781548500061,-0.5877814888954163,-0.5877814888954163,0.07656514644622803,0.9234347939491272,0.9234347939491272,0.07656514644622803
57,0.9333340525627136,0.4333340525627136,0.4333340525627136,0.9333340525627136,0.406732439994812,0.406732439994812,-0.40673255920410156,-0.40673255920410156,0.17045453190803528,0.8295454978942871,0.8295454978942871,0.17045453190803528
58,0.9666674137115479,0.46666738390922546,0.46666738390922546,0.9666674137115479,0.20790718495845795,0.20790718495845795,-0.20790709555149078,-0.20790709555149078,0.31697314977645874,0.6830270290374756,0.6830270290374756,0.31697314977645874
59,7.152557373046875e-07,0.5000007152557373,0.5000007152557373,7.152557373046875e-07,-4.617375907400856e-06,-4.617375907400856e-06,4.494084350881167e-06,4.494084350881167e-06,0.5000040531158447,0.4999959468841553,0.4999959468841553,0.5000040531158447
60,0.033334050327539444,0.5333340764045715,0.5333340764045715,0.033334050327539444,-0.20791645348072052,-0.20791645348072052,0.20791609585285187,0.20791609585285187,0.6830343008041382,0.31696557998657227,0.31696557998657227,0.6830343008041382
61,0.06666738539934158,0.5666674375534058,0.5666674375534058,0.06666738539934158,-0.40674108266830444,-0.40674108266830444,0.40674078464508057,0.40674078464508057,0.8295506834983826,0.1704491376876831,0.1704491376876831,0.8295506834983826
62,0.10000072419643402,0.60000079870224,0.60000079870224,0.10000072419643402,-0.5877893567085266,-0.5877893567085266,0.5877889394760132,0.5877889394760132,0.9234377145767212,0.07656204700469971,0.07656204700469971,0.9234377145767212
63,0.13333405554294586,0.6333341598510742,0.6333341598510742,0.13333405554294586,-0.7431484460830688,-0.7431484460830688,0.7431479096412659,0.7431479096412659,0.971595048904419,0.028404802083969116,0.028404802083969116,0.971595048904419
64,0.1666673868894577,0.6666675209999084,0.6666675209999084,0.1666673868894577,-0.8660280704498291,-0.8660280704498291,0.8660277128219604,0.8660277128219604,0.9913653135299683,0.008634686470031738,0.008634686470031738,0.9913653135299683
65,0.20000071823596954,0.7000008821487427,0.7000008821487427,0.20000071823596954,-0.9510582685470581,-0.9510582685470581,0.9510579109191895,0.9510579109191895,0.9978535771369934,0.002146422863006592,0.002146422863006592,0.9978535771369934
66,0.23333404958248138,0.7333342432975769,0.7333342432975769,0.23333404958248138,-0.9945225119590759,-0.9945225119590759,0.9945223927497864,0.9945223927497864,0.9995014071464539,0.000498652458190918,0.000498652458190918,0.9995014071464539
67,0.2666673958301544,0.7666676044464111,0.7666676044464111,0.2666673958301544,-0.9945212602615356,-0.9945212602615356,0.99452143907547,0.99452143907547,0.9995014071464539,0.0004987120628356934,0.0004987120628356934,0.9995014071464539
68,0.30000072717666626,0.8000009655952454,0.8000009655952454,0.30000072717666626,-0.951054573059082,-0.951054573059082,0.951055109500885,0.951055109500885,0.9978534579277039,0.0021465718746185303,0.0021465718746185303,0.9978534579277039
69,0.3333340585231781,0.8333343267440796,0.8333343267440796,0.3333340585231781,-0.8660221099853516,-0.8660221099853516,0.8660231232643127,0.8660231232643127,0.9913648366928101,0.008635252714157104,0.008635252714157104,0.9913648366928101
70,0.36666738986968994,0.8666676878929138,0.8666676878929138,0.36666738986968994,-0.7431406378746033,-0.7431406378746033,0.743141770362854,0.743141770362854,0.9715936779975891,0.028406590223312378,0.028406590223312378,0.9715936779975891
71,0.4000007212162018,0.900001049041748,0.900001049041748,0.4000007212162018,-0.5877799391746521,-0.5877799391746521,0.587781548500061,0.587781548500061,0.9234347939491272,0.07656586170196533,0.07656586170196533,0.9234347939491272
72,0.4333340525627136,0.9333344101905823,0.9333344101905823,0.4333340525627136,-0.40673038363456726,-0.40673038363456726,0.406732439994812,0.406732439994812,0.8295454978942871,0.17045581340789795,0.17045581340789795,0.8295454978942871
73,0.46666738390922546,0.9666677713394165,0.9666677713394165,0.46666738390922546,-0.20790475606918335,-0.20790475606918335,0.20790718495845795,0.20790718495845795,0.6830270290374756,0.3169749677181244,0.3169749677181244,0.6830270290374756
74,0.5000007152557373,1.0728836059570312e-06,1.0728836059570312e-06,0.5000007152557373,6.74112652632175e-06,6.74112652632175e-06,-4.617375907400856e-06,-4.617375907400856e-06,0.4999959468841553,0.5000061392784119,0.5000061392784119,0.4999959468841553
75,0.5333340764045715,0.033334407955408096,0.033334407955408096,0.5333340764045715,0.20791830122470856,0.20791830122470856,-0.20791645348072052,-0.20791645348072052,0.31696557998657227,0.6830360889434814,0.6830360889434814,0.31696557998657227
76,0.5666674375534058,0.06666774302721024,0.06666774302721024,0.5666674375534058,0.4067428410053253,0.4067428410053253,-0.40674108266830444,-0.40674108266830444,0.1704491376876831,0.8295519948005676,0.8295519948005676,0.1704491376876831
77,0.60000079870224,0.10000108182430267,0.10000108182430267,0.60000079870224,0.5877907872200012,0.5877907872200012,-0.5877893567085266,-0.5877893567085266,0.07656204700469971,0.9234384894371033,0.9234384894371033,0.07656204700469971
78,0.6333341598510742,0.13333441317081451,0.13333441317081451,0.6333341598510742,0.7431493997573853,0.7431493997573853,-0.7431484460830688,-0.7431484460830688,0.028404802083969116,0.9715954065322876,0.9715954065322876,0.028404802083969116
79,0.6666675209999084,0.16666774451732635,0.16666774451732635,0.6666675209999084,0.8660288453102112,0.8660288453102112,-0.8660280704498291,-0.8660280704498291,0.008634686470031738,0.9913654327392578,0.9913654327392578,0.008634686470031738
80,0.7000008821487427,0.2000010758638382,0.2000010758638382,0.7000008821487427,0.9510586261749268,0.9510586261749268,-0.9510582685470581,-0.9510582685470581,0.002146422863006592,0.9978535771369934,0.9978535771369934,0.002146422863006592
81,0.7333342432975769,0.23333440721035004,0.23333440721035004,0.7333342432975769,0.9945226311683655,0.9945226311683655,-0.9945225119590759,-0.9945225119590759,0.000498652458190918,0.9995014071464539,0.9995014071464539,0.000498652458190918
82,0.7666676044464111,0.26666775345802307,0.26666775345802307,0.7666676044464111,0.9945212006568909,0.9945212006568909,-0.9945212602615356,-0.9945212602615356,0.0004987120628356934,0.9995013475418091,0.9995013475418091,0.0004987120628356934
83,0.8000009655952454,0.3000010848045349,0.3000010848045349,0.8000009655952454,0.9510543942451477,0.9510543942451477,-0.951054573059082,-0.951054573059082,0.0021465718746185303,0.9978533983230591,0.9978533983230591,0.0021465718746185303
84,0.8333343267440796,0.33333441615104675,0.33333441615104675,0.8333343267440796,0.8660219311714172,0.8660219311714172,-0.8660221099853516,-0.8660221099853516,0.008635252714157104,0.9913647174835205,0.9913647174835205,0.008635252714157104
85,0.8666676878929138,0.3666677474975586,0.3666677474975586,0.8666676878929138,0.7431403398513794,0.7431403398513794,-0.7431406378746033,-0.7431406378746033,0.028406590223312378,0.9715933799743652,0.9715933799743652,0.028406590223312378
86,0.900001049041748,0.40000107884407043,0.40000107884407043,0.900001049041748,0.5877798199653625,0.5877798199653625,-0.5877799391746521,-0.5877799391746521,0.07656586170196533,0.9234340190887451,0.9234340190887451,0.07656586170196533
87,0.9333344101905823,0.4333344101905823,0.4333344101905823,0.9333344101905823,0.4067304730415344,0.4067304730415344,-0.40673038363456726,-0.40673038363456726,0.17045581340789795,0.829544186592102,0.829544186592102,0.17045581340789795
88,0.9666677713394165,0.4666677415370941,0.4666677415370941,0.9666677713394165,0.20790508389472961,0.20790508389472961,-0.20790475606918335,-0.20790475606918335,0.3169749677181244,0.6830251812934875,0.6830251812934875,0.3169749677181244
89,1.0728836059570312e-06,0.500001072883606,0.500001072883606,1.0728836059570312e-06,-6.763143119314918e-06,-6.763143119314918e-06,6.74112652632175e-06,6.74112652632175e-06,0.5000061392784119,0.49999386072158813,0.49999386072158813,0.5000061392784119
90,0.033334407955408096,0.5333344340324402,0.5333344340324402,0.033334407955408096,-0.20791855454444885,-0.20791855454444885,0.20791830122470856,0.20791830122470856,0.6830360889434814,0.316963791847229,0.316963791847229,0.6830360889434814
91,0.06666774302721024,0.5666677951812744,0.5666677951812744,0.06666774302721024,-0.40674325823783875,-0.40674325823783875,0.4067428410053253,0.4067428410053253,0.8295519948005676,0.17044782638549805,0.17044782638549805,0.8295519948005676
92,0.10000108182430267,0.6000011563301086,0.6000011563301086,0.10000108182430267,-0.5877910852432251,-0.5877910852432251,0.5877907872200012,0.5877907872200012,0.9234384894371033,0.0765613317489624,0.0765613317489624,0.9234384894371033
93,0.13333441317081451,0.6333345174789429,0.6333345174789429,0.13333441317081451,-0.7431498765945435,-0.7431498765945435,0.7431493997573853,0.7431493997573853,0.9715954065322876,0.02840450406074524,0.02840450406074524,0.9715954065322876
94,0.16666774451732635,0.6666678786277771,0.6666678786277771,0.16666774451732635,-0.8660292625427246,-0.8660292625427246,0.8660288453102112,0.8660288453102112,0.9913654327392578,0.008634507656097412,0.008634507656097412,0.9913654327392578
95,0.2000010758638382,0.7000012397766113,0.7000012397766113,0.2000010758638382,-0.9510589838027954,-0.9510589838027954,0.9510586261749268,0.9510586261749268,0.9978535771369934,0.0021463632583618164,0.0021463632583618164,0.9978535771369934
96,0.23333440721035004,0.7333346009254456,0.7333346009254456,0.23333440721035004,-0.994522750377655,-0.994522750377655,0.9945226311683655,0.9945226311683655,0.9995014071464539,0.000498652458190918,0.000498652458190918,0.9995014071464539
97,0.26666775345802307,0.7666679620742798,0.7666679620742798,0.26666775345802307,-0.9945210218429565,-0.9945210218429565,0.9945212006568909,0.9945212006568909,0.9995013475418091,0.0004987120628356934,0.0004987120628356934,0.9995013475418091
98,0.3000010848045349,0.800001323223114,0.800001323223114,0.3000010848045349,-0.9510539770126343,-0.9510539770126343,0.9510543942451477,0.9510543942451477,0.9978533983230591,0.002146601676940918,0.002146601676940918,0.9978533983230591
99,0.33333441615104675,0.8333346843719482,0.8333346843719482,0.33333441615104675,-0.8660211563110352,-0.8660211563110352,0.8660219311714172,0.8660219311714172,0.9913647174835205,0.008635371923446655,0.008635371923446655,0.9913647174835205
100,0.3666677474975586,0.8666680455207825,0.8666680455207825,0.3666677474975586,-0.7431389689445496,-0.7431389689445496,0.7431403398513794,0.7431403398513794,0.9715933799743652,0.028406918048858643,0.028406918048858643,0.9715933799743652
101,0.40000107884407043,0.9000014066696167,0.9000014066696167,0.40000107884407043,-0.5877779722213745,-0.5877779722213745,0.5877798199653625,0.5877798199653625,0.9234340190887451,0.07656663656234741,0.07656663656234741,0.9234340190887451
102,0.4333344101905823,0.9333347678184509,0.9333347678184509,0.4333344101905823,-0.40672820806503296,-0.40672820806503296,0.4067304730415344,0.4067304730415344,0.829544186592102,0.17045709490776062,0.17045709490776062,0.829544186592102
103,0.4666677415370941,0.9666681289672852,0.9666681289672852,0.4666677415370941,-0.2079024314880371,-0.2079024314880371,0.20790508389472961,0.20790508389472961,0.6830251812934875,0.31697678565979004,0.31697678565979004,0.6830251812934875
104,0.500001072883606,1.430511474609375e-06,1.430511474609375e-06,0.500001072883606,8.988168701762334e-06,8.988168701762334e-06,-6.763143119314918e-06,-6.763143119314918e-06,0.49999386072158813,0.5000081658363342,0.5000081658363342,0.49999386072158813
105,0.5333344340324402,0.03333476558327675,0.03333476558327675,0.5333344340324402,0.20792050659656525,0.20792050659656525,-0.20791855454444885,-0.20791855454444885,0.316963791847229,0.6830379366874695,0.6830379366874695,0.316963791847229
106,0.5666677951812744,0.06666810065507889,0.06666810065507889,0.5666677951812744,0.4067448675632477,0.4067448675632477,-0.40674325823783875,-0.40674325823783875,0.17044782638549805,0.8295532464981079,0.8295532464981079,0.17044782638549805
107,0.6000011563301086,0.10000143945217133,0.10000143945217133,0.6000011563301086,0.5877926349639893,0.5877926349639893,-0.5877910852432251,-0.5877910852432251,0.0765613317489624,0.9234392046928406,0.9234392046928406,0.0765613317489624
108,0.6333345174789429,0.13333477079868317,0.13333477079868317,0.6333345174789429,0.7431509494781494,0.7431509494781494,-0.7431498765945435,-0.7431498765945435,0.02840450406074524,0.9715957045555115,0.9715957045555115,0.02840450406074524
109,0.6666678786277771,0.166668102145195,0.166668102145195,0.6666678786277771,0.8660299777984619,0.8660299777984619,-0.8660292625427246,-0.8660292625427246,0.008634507656097412,0.9913655519485474,0.9913655519485474,0.008634507656097412
110,0.7000012397766113,0.20000143349170685,0.20000143349170685,0.7000012397766113,0.9510593414306641,0.9510593414306641,-0.9510589838027954,-0.9510589838027954,0.0021463632583618164,0.9978536367416382,0.9978536367416382,0.0021463632583618164
111,0.7333346009254456,0.2333347648382187,0.2333347648382187,0.7333346009254456,0.9945228099822998,0.9945228099822998,-0.994522750377655,-0.994522750377655,0.000498652458190918,0.9995014071464539,0.9995014071464539,0.000498652458190918
112,0.7666679620742798,0.2666681110858917,0.2666681110858917,0.7666679620742798,0.9945209622383118,0.9945209622383118,-0.9945210218429565,-0.9945210218429565,0.0004987120628356934,0.9995013475418091,0.9995013475418091,0.0004987120628356934
113,0.800001323223114,0.30000144243240356,0.30000144243240356,0.800001323223114,0.9510536789894104,0.9510536789894104,-0.9510539770126343,-0.9510539770126343,0.002146601676940918,0.9978533387184143,0.9978533387184143,0.002146601676940918
114,0.8333346843719482,0.3333347737789154,0.3333347737789154,0.8333346843719482,0.8660208582878113,0.8660208582878113,-0.8660211563110352,-0.8660211563110352,0.008635371923446655,0.991364598274231,0.991364598274231,0.008635371923446655
115,0.8666680455207825,0.36666810512542725,0.36666810512542725,0.8666680455207825,0.7431387305259705,0.7431387305259705,-0.7431389689445496,-0.7431389689445496,0.028406918048858643,0.9715930223464966,0.9715930223464966,0.028406918048858643
116,0.9000014066696167,0.4000014364719391,0.4000014364719391,0.9000014066696167,0.5877779126167297,0.5877779126167297,-0.5877779722213745,-0.5877779722213745,0.07656663656234741,0.9234333038330078,0.9234333038330078,0.07656663656234741
117,0.9333347678184509,0.4333347678184509,0.4333347678184509,0.9333347678184509,0.4067282974720001,0.4067282974720001,-0.40672820806503296,-0.40672820806503296,0.17045709490776062,0.829542875289917,0.829542875289917,0.17045709490776062
118,0.9666681289672852,0.46666809916496277,0.46666809916496277,0.9666681289672852,0.20790274441242218,0.20790274441242218,-0.2079024314880371,-0.2079024314880371,0.31697678565979004,0.6830233335494995,0.6830233335494995,0.31697678565979004
119,1.430511474609375e-06,0.5000014305114746,0.5000014305114746,1.430511474609375e-06,-9.147328455583192e-06,-9.147328455583192e-06,8.988168701762334e-06,8.988168701762334e-06,0.5000081658363342,0.49999183416366577,0.49999183416366577,0.5000081658363342
