global_step,desired_contact_states/foot_indices/FR,desired_contact_states/foot_indices/FL,desired_contact_states/foot_indices/RR,desired_contact_states/foot_indices/RL,desired_contact_states/clock_inputs/FL,desired_contact_states/clock_inputs/RR,desired_contact_states/clock_inputs/RL,desired_contact_states/clock_inputs/FR,desired_contact_states/desired_contact_states/FR,desired_contact_states/desired_contact_states/FL,desired_contact_states/desired_contact_states/RR,desired_contact_states/desired_contact_states/RL
120,0.03333476558327675,0.5333347916603088,0.5333347916603088,0.03333476558327675,-0.207920640707016,-0.207920640707016,0.20792050659656525,0.20792050659656525,0.6830379366874695,0.31696194410324097,0.31696194410324097,0.6830379366874695
121,0.06666810065507889,0.5666681528091431,0.5666681528091431,0.06666810065507889,-0.40674522519111633,-0.40674522519111633,0.4067448675632477,0.4067448675632477,0.8295532464981079,0.170446515083313,0.170446515083313,0.8295532464981079
122,0.10000143945217133,0.6000015139579773,0.6000015139579773,0.10000143945217133,-0.5877930521965027,-0.5877930521965027,0.5877926349639893,0.5877926349639893,0.9234392046928406,0.0765606164932251,0.0765606164932251,0.9234392046928406
123,0.13333477079868317,0.6333348751068115,0.6333348751068115,0.13333477079868317,-0.7431514859199524,-0.7431514859199524,0.7431509494781494,0.7431509494781494,0.9715957045555115,0.028404206037521362,0.028404206037521362,0.9715957045555115
124,0.166668102145195,0.6666682362556458,0.6666682362556458,0.166668102145195,-0.8660304546356201,-0.8660304546356201,0.8660299777984619,0.8660299777984619,0.9913655519485474,0.008634388446807861,0.008634388446807861,0.9913655519485474
125,0.20000143349170685,0.70000159740448,0.70000159740448,0.20000143349170685,-0.9510596990585327,-0.9510596990585327,0.9510593414306641,0.9510593414306641,0.9978536367416382,0.002146303653717041,0.002146303653717041,0.9978536367416382
126,0.2333347648382187,0.7333349585533142,0.7333349585533142,0.2333347648382187,-0.9945229291915894,-0.9945229291915894,0.9945228099822998,0.9945228099822998,0.9995014071464539,0.000498652458190918,0.000498652458190918,0.9995014071464539
127,0.2666681110858917,0.7666683197021484,0.7666683197021484,0.2666681110858917,-0.9945207834243774,-0.9945207834243774,0.9945209622383118,0.9945209622383118,0.9995013475418091,0.0004987120628356934,0.0004987120628356934,0.9995013475418091
128,0.30000144243240356,0.8000016808509827,0.8000016808509827,0.30000144243240356,-0.951053261756897,-0.951053261756897,0.9510536789894104,0.9510536789894104,0.9978533387184143,0.0021466612815856934,0.0021466612815856934,0.9978533387184143
129,0.3333347737789154,0.8333350419998169,0.8333350419998169,0.3333347737789154,-0.8660199642181396,-0.8660199642181396,0.8660208582878113,0.8660208582878113,0.991364598274231,0.008635491132736206,0.008635491132736206,0.991364598274231
130,0.36666810512542725,0.8666684031486511,0.8666684031486511,0.36666810512542725,-0.7431374192237854,-0.7431374192237854,0.7431387305259705,0.7431387305259705,0.9715930223464966,0.028407245874404907,0.028407245874404907,0.9715930223464966
131,0.4000014364719391,0.9000017642974854,0.9000017642974854,0.4000014364719391,-0.5877760648727417,-0.5877760648727417,0.5877779126167297,0.5877779126167297,0.9234333038330078,0.07656735181808472,0.07656735181808472,0.9234333038330078
132,0.4333347678184509,0.9333351254463196,0.9333351254463196,0.4333347678184509,-0.40672603249549866,-0.40672603249549866,0.4067282974720001,0.4067282974720001,0.829542875289917,0.17045840620994568,0.17045840620994568,0.829542875289917
133,0.46666809916496277,0.9666684865951538,0.9666684865951538,0.46666809916496277,-0.20790055394172668,-0.20790055394172668,0.20790274441242218,0.20790274441242218,0.6830233335494995,0.3169786334037781,0.3169786334037781,0.6830233335494995
134,0.5000014305114746,1.7881393432617188e-06,1.7881393432617188e-06,0.5000014305114746,1.1235210877202917e-05,1.1235210877202917e-05,-9.147328455583192e-06,-9.147328455583192e-06,0.49999183416366577,0.5000101923942566,0.5000101923942566,0.49999183416366577
135,0.5333347916603088,0.0333351232111454,0.0333351232111454,0.5333347916603088,0.20792269706726074,0.20792269706726074,-0.207920640707016,-0.207920640707016,0.31696194410324097,0.6830397844314575,0.6830397844314575,0.31696194410324097
136,0.5666681528091431,0.06666845828294754,0.06666845828294754,0.5666681528091431,0.4067469537258148,0.4067469537258148,-0.40674522519111633,-0.40674522519111633,0.170446515083313,0.829554557800293,0.829554557800293,0.170446515083313
137,0.6000015139579773,0.10000179708003998,0.10000179708003998,0.6000015139579773,0.5877943634986877,0.5877943634986877,-0.5877930521965027,-0.5877930521965027,0.0765606164932251,0.9234399795532227,0.9234399795532227,0.0765606164932251
138,0.6333348751068115,0.13333512842655182,0.13333512842655182,0.6333348751068115,0.7431524395942688,0.7431524395942688,-0.7431514859199524,-0.7431514859199524,0.028404206037521362,0.9715960025787354,0.9715960025787354,0.028404206037521362
139,0.6666682362556458,0.16666845977306366,0.16666845977306366,0.6666682362556458,0.8660311102867126,0.8660311102867126,-0.8660304546356201,-0.8660304546356201,0.008634388446807861,0.9913656711578369,0.9913656711578369,0.008634388446807861
140,0.70000159740448,0.2000017911195755,0.2000017911195755,0.70000159740448,0.9510599970817566,0.9510599970817566,-0.9510596990585327,-0.9510596990585327,0.002146303653717041,0.997853696346283,0.997853696346283,0.002146303653717041
141,0.7333349585533142,0.23333512246608734,0.23333512246608734,0.7333349585533142,0.9945230484008789,0.9945230484008789,-0.9945229291915894,-0.9945229291915894,0.000498652458190918,0.9995014071464539,0.9995014071464539,0.000498652458190918
142,0.7666683197021484,0.2666684687137604,0.2666684687137604,0.7666683197021484,0.9945207238197327,0.9945207238197327,-0.9945207834243774,-0.9945207834243774,0.0004987120628356934,0.9995013475418091,0.9995013475418091,0.0004987120628356934
143,0.8000016808509827,0.3000018000602722,0.3000018000602722,0.8000016808509827,0.9510530233383179,0.9510530233383179,-0.951053261756897,-0.951053261756897,0.0021466612815856934,0.9978533387184143,0.9978533387184143,0.0021466612815856934
144,0.8333350419998169,0.33333513140678406,0.33333513140678406,0.8333350419998169,0.8660197854042053,0.8660197854042053,-0.8660199642181396,-0.8660199642181396,0.008635491132736206,0.9913644790649414,0.9913644790649414,0.008635491132736206
145,0.8666684031486511,0.3666684627532959,0.3666684627532959,0.8666684031486511,0.7431373000144958,0.7431373000144958,-0.7431374192237854,-0.7431374192237854,0.028407245874404907,0.9715926647186279,0.9715926647186279,0.028407245874404907
146,0.9000017642974854,0.40000179409980774,0.40000179409980774,0.9000017642974854,0.5877761840820312,0.5877761840820312,-0.5877760648727417,-0.5877760648727417,0.07656735181808472,0.9234325885772705,0.9234325885772705,0.07656735181808472
147,0.9333351254463196,0.4333351254463196,0.4333351254463196,0.9333351254463196,0.40672633051872253,0.40672633051872253,-0.40672603249549866,-0.40672603249549866,0.17045840620994568,0.8295415639877319,0.8295415639877319,0.17045840620994568
148,0.9666684865951538,0.4666684567928314,0.4666684567928314,0.9666684865951538,0.20790064334869385,0.20790064334869385,-0.20790055394172668,-0.20790055394172668,0.3169786334037781,0.6830215454101562,0.6830215454101562,0.3169786334037781
149,1.7881393432617188e-06,0.5000017881393433,0.5000017881393433,1.7881393432617188e-06,-1.1293095667497255e-05,-1.1293095667497255e-05,1.1235210877202917e-05,1.1235210877202917e-05,0.5000101923942566,0.4999898076057434,0.4999898076057434,0.5000101923942566
150,0.0333351232111454,0.5333351492881775,0.5333351492881775,0.0333351232111454,-0.20792298018932343,-0.20792298018932343,0.20792269706726074,0.20792269706726074,0.6830397844314575,0.31696009635925293,0.31696009635925293,0.6830397844314575
151,0.06666845828294754,0.5666685104370117,0.5666685104370117,0.06666845828294754,-0.40674740076065063,-0.40674740076065063,0.4067469537258148,0.4067469537258148,0.829554557800293,0.17044520378112793,0.17044520378112793,0.829554557800293
152,0.10000179708003998,0.600001871585846,0.600001871585846,0.10000179708003998,-0.5877947807312012,-0.5877947807312012,0.5877943634986877,0.5877943634986877,0.9234399795532227,0.07655990123748779,0.07655990123748779,0.9234399795532227
153,0.13333512842655182,0.6333352327346802,0.6333352327346802,0.13333512842655182,-0.7431528568267822,-0.7431528568267822,0.7431524395942688,0.7431524395942688,0.9715960025787354,0.02840384840965271,0.02840384840965271,0.9715960025787354
154,0.16666845977306366,0.6666685938835144,0.6666685938835144,0.16666845977306366,-0.8660314083099365,-0.8660314083099365,0.8660311102867126,0.8660311102867126,0.9913656711578369,0.008634328842163086,0.008634328842163086,0.9913656711578369
155,0.2000017911195755,0.7000019550323486,0.7000019550323486,0.2000017911195755,-0.9510602951049805,-0.9510602951049805,0.9510599970817566,0.9510599970817566,0.997853696346283,0.002146303653717041,0.002146303653717041,0.997853696346283
156,0.23333512246608734,0.7333353161811829,0.7333353161811829,0.23333512246608734,-0.9945232272148132,-0.9945232272148132,0.9945230484008789,0.9945230484008789,0.9995014071464539,0.000498652458190918,0.000498652458190918,0.9995014071464539
157,0.2666684687137604,0.7666686773300171,0.7666686773300171,0.2666684687137604,-0.9945205450057983,-0.9945205450057983,0.9945207238197327,0.9945207238197327,0.9995013475418091,0.0004987120628356934,0.0004987120628356934,0.9995013475418091
158,0.3000018000602722,0.8000020384788513,0.8000020384788513,0.3000018000602722,-0.9510524868965149,-0.9510524868965149,0.9510530233383179,0.9510530233383179,0.9978533387184143,0.002146691083908081,0.002146691083908081,0.9978533387184143
159,0.33333513140678406,0.8333353996276855,0.8333353996276855,0.33333513140678406,-0.8660187721252441,-0.8660187721252441,0.8660197854042053,0.8660197854042053,0.9913644790649414,0.008635610342025757,0.008635610342025757,0.9913644790649414
160,0.3666684627532959,0.8666687607765198,0.8666687607765198,0.3666684627532959,-0.7431358098983765,-0.7431358098983765,0.7431373000144958,0.7431373000144958,0.9715926647186279,0.02840760350227356,0.02840760350227356,0.9715926647186279
161,0.40000179409980774,0.900002121925354,0.900002121925354,0.40000179409980774,-0.5877745151519775,-0.5877745151519775,0.5877761840820312,0.5877761840820312,0.9234325885772705,0.07656809687614441,0.07656809687614441,0.9234325885772705
162,0.4333351254463196,0.9333354830741882,0.9333354830741882,0.4333351254463196,-0.40672430396080017,-0.40672430396080017,0.40672633051872253,0.40672633051872253,0.8295415639877319,0.17045968770980835,0.17045968770980835,0.8295415639877319
163,0.4666684567928314,0.9666688442230225,0.9666688442230225,0.4666684567928314,-0.20789822936058044,-0.20789822936058044,0.20790064334869385,0.20790064334869385,0.6830215454101562,0.31698042154312134,0.31698042154312134,0.6830215454101562
164,0.5000017881393433,2.1457672119140625e-06,2.1457672119140625e-06,0.5000017881393433,1.34822530526435e-05,1.34822530526435e-05,-1.1293095667497255e-05,-1.1293095667497255e-05,0.4999898076057434,0.500012218952179,0.500012218952179,0.4999898076057434
165,0.5333351492881775,0.03333548083901405,0.03333548083901405,0.5333351492881775,0.20792490243911743,0.20792490243911743,-0.20792298018932343,-0.20792298018932343,0.31696009635925293,0.6830415725708008,0.6830415725708008,0.31696009635925293
166,0.5666685104370117,0.06666881591081619,0.06666881591081619,0.5666685104370117,0.4067489802837372,0.4067489802837372,-0.40674740076065063,-0.40674740076065063,0.17044520378112793,0.829555869102478,0.829555869102478,0.17044520378112793
167,0.600001871585846,0.10000215470790863,0.10000215470790863,0.600001871585846,0.5877962112426758,0.5877962112426758,-0.5877947807312012,-0.5877947807312012,0.07655990123748779,0.92344069480896,0.92344069480896,0.07655990123748779
168,0.6333352327346802,0.13333548605442047,0.13333548605442047,0.6333352327346802,0.7431539297103882,0.7431539297103882,-0.7431528568267822,-0.7431528568267822,0.02840384840965271,0.971596360206604,0.971596360206604,0.02840384840965271
169,0.6666685938835144,0.1666688174009323,0.1666688174009323,0.6666685938835144,0.8660321831703186,0.8660321831703186,-0.8660314083099365,-0.8660314083099365,0.008634328842163086,0.9913657903671265,0.9913657903671265,0.008634328842163086
170,0.7000019550323486,0.20000214874744415,0.20000214874744415,0.7000019550323486,0.9510607123374939,0.9510607123374939,-0.9510602951049805,-0.9510602951049805,0.002146303653717041,0.997853696346283,0.997853696346283,0.002146303653717041
171,0.7333353161811829,0.233335480093956,0.233335480093956,0.7333353161811829,0.994523286819458,0.994523286819458,-0.9945232272148132,-0.9945232272148132,0.000498652458190918,0.9995014071464539,0.9995014071464539,0.000498652458190918
172,0.7666686773300171,0.26666882634162903,0.26666882634162903,0.7666686773300171,0.9945204854011536,0.9945204854011536,-0.9945205450057983,-0.9945205450057983,0.0004987120628356934,0.9995013475418091,0.9995013475418091,0.0004987120628356934
173,0.8000020384788513,0.30000215768814087,0.30000215768814087,0.8000020384788513,0.9510523080825806,0.9510523080825806,-0.9510524868965149,-0.9510524868965149,0.002146691083908081,0.9978533387184143,0.9978533387184143,0.002146691083908081
174,0.8333353996276855,0.3333354890346527,0.3333354890346527,0.8333353996276855,0.8660185933113098,0.8660185933113098,-0.8660187721252441,-0.8660187721252441,0.008635610342025757,0.9913643598556519,0.9913643598556519,0.008635610342025757
175,0.8666687607765198,0.36666882038116455,0.36666882038116455,0.8666687607765198,0.7431356906890869,0.7431356906890869,-0.7431358098983765,-0.7431358098983765,0.02840760350227356,0.971592366695404,0.971592366695404,0.02840760350227356
176,0.900002121925354,0.4000021517276764,0.4000021517276764,0.900002121925354,0.5877742171287537,0.5877742171287537,-0.5877745151519775,-0.5877745151519775,0.07656809687614441,0.9234318733215332,0.9234318733215332,0.07656809687614441
177,0.9333354830741882,0.43333548307418823,0.43333548307418823,0.9333354830741882,0.40672415494918823,0.40672415494918823,-0.40672430396080017,-0.40672430396080017,0.17045968770980835,0.8295403122901917,0.8295403122901917,0.17045968770980835
178,0.9666688442230225,0.4666688144207001,0.4666688144207001,0.9666688442230225,0.2078983187675476,0.2078983187675476,-0.20789822936058044,-0.20789822936058044,0.31698042154312134,0.6830196976661682,0.6830196976661682,0.31698042154312134
179,2.1457672119140625e-06,0.5000021457672119,0.5000021457672119,2.1457672119140625e-06,-1.367728145851288e-05,-1.367728145851288e-05,1.34822530526435e-05,1.34822530526435e-05,0.500012218952179,0.49998778104782104,0.49998778104782104,0.500012218952179
180,0.03333548083901405,0.5333355069160461,0.5333355069160461,0.03333548083901405,-0.20792508125305176,-0.20792508125305176,0.20792490243911743,0.20792490243911743,0.6830415725708008,0.31695830821990967,0.31695830821990967,0.6830415725708008
181,0.06666881591081619,0.5666688680648804,0.5666688680648804,0.06666881591081619,-0.4067493677139282,-0.4067493677139282,0.4067489802837372,0.4067489802837372,0.829555869102478,0.17044395208358765,0.17044395208358765,0.829555869102478
182,0.10000215470790863,0.6000022292137146,0.6000022292137146,0.10000215470790863,-0.587796688079834,-0.587796688079834,0.5877962112426758,0.5877962112426758,0.92344069480896,0.07655912637710571,0.07655912637710571,0.92344069480896
183,0.13333548605442047,0.6333355903625488,0.6333355903625488,0.13333548605442047,-0.7431542873382568,-0.7431542873382568,0.7431539297103882,0.7431539297103882,0.971596360206604,0.028403490781784058,0.028403490781784058,0.971596360206604
184,0.1666688174009323,0.6666689515113831,0.6666689515113831,0.1666688174009323,-0.866032600402832,-0.866032600402832,0.8660321831703186,0.8660321831703186,0.9913657903671265,0.00863415002822876,0.00863415002822876,0.9913657903671265
185,0.20000214874744415,0.7000023126602173,0.7000023126602173,0.20000214874744415,-0.9510610699653625,-0.9510610699653625,0.9510607123374939,0.9510607123374939,0.997853696346283,0.002146303653717041,0.002146303653717041,0.997853696346283
186,0.233335480093956,0.7333356738090515,0.7333356738090515,0.233335480093956,-0.9945234656333923,-0.9945234656333923,0.994523286819458,0.994523286819458,0.9995014071464539,0.000498652458190918,0.000498652458190918,0.9995014071464539
187,0.26666882634162903,0.7666690349578857,0.7666690349578857,0.26666882634162903,-0.9945203065872192,-0.9945203065872192,0.9945204854011536,0.9945204854011536,0.9995013475418091,0.0004987418651580811,0.0004987418651580811,0.9995013475418091
188,0.30000215768814087,0.80000239610672,0.80000239610672,0.30000215768814087,-0.9510517716407776,-0.9510517716407776,0.9510523080825806,0.9510523080825806,0.9978533387184143,0.0021467208862304688,0.0021467208862304688,0.9978533387184143
189,0.3333354890346527,0.8333357572555542,0.8333357572555542,0.3333354890346527,-0.8660178184509277,-0.8660178184509277,0.8660185933113098,0.8660185933113098,0.9913643598556519,0.008635729551315308,0.008635729551315308,0.9913643598556519
190,0.36666882038116455,0.8666691184043884,0.8666691184043884,0.36666882038116455,-0.7431345582008362,-0.7431345582008362,0.7431356906890869,0.7431356906890869,0.971592366695404,0.028407901525497437,0.028407901525497437,0.971592366695404
191,0.4000021517276764,0.9000024795532227,0.9000024795532227,0.4000021517276764,-0.5877726078033447,-0.5877726078033447,0.5877742171287537,0.5877742171287537,0.9234318733215332,0.0765688419342041,0.0765688419342041,0.9234318733215332
192,0.43333548307418823,0.9333358407020569,0.9333358407020569,0.43333548307418823,-0.40672212839126587,-0.40672212839126587,0.40672415494918823,0.40672415494918823,0.8295403122901917,0.1704609990119934,0.1704609990119934,0.8295403122901917
193,0.4666688144207001,0.9666692018508911,0.9666692018508911,0.4666688144207001,-0.207895889878273,-0.207895889878273,0.2078983187675476,0.2078983187675476,0.6830196976661682,0.316982239484787,0.316982239484787,0.6830196976661682
